KEYNAME;TEXT;;TEXT;;;;;;;;;;;x
some_fake_ANY_54;As vendas de monóculos, que vêm subindo há décadas, parecem ter se estabilizado.;;In den letzten Jahrzehnten stetig wachsende Monokel-Käufe scheinbar stabilisiert. Aufträge im letzten Quartal konstant.;;;;;;;;;;;x
some_fake_ANY_title_55;Viagem no tempo;;Zeitreise;;;;;;;;;;;x
some_fake_ANY_55;Um famoso romancista desenvolve uma ideia de que as pessoas viajam no tempo e podem aparecer em vários momentos do passado e do futuro.;;Berühmter Groschenroman-Autor entwickelt Idee, das Menschen in der Zeit vor und zurück reisen und zu verschiedenen Zeiten in Vergangenheit und Zukunft erscheinen können.;;;;;;;;;;;x
some_fake_ANY_title_56;Alfabetização;;Bildung;;;;;;;;;;;x
some_fake_ANY_56;Notas máximos alcançadas em todo o mundo. A educação não é mais o privilégio do clero e da nobreza, até mesmo os trabalhadores não qualificados e as mulheres fazem parte desta nova fase.;;Neue Höchstwerte weltweit erreicht. Bildung nicht länger Privileg des Klerus und Adels, auch  ungelernte Arbeiter und das schöne Geschlecht nehmen teil.;;;;;;;;;;;x
some_fake_ANY_title_57;Public ‘science’ lecture;;Öffentliche 'Forschungs'-Lesung;;;;;;;;;;;x
some_fake_ANY_57;Aspiring natural philosophers são aconselhados que uma palestra sobre geologia, ou o estudo de formações rochosas, terá lugar no auditório do(a) $OURCAPITAL$ na terça-feira seguinte. A admissão é £1.;;Freunde der Naturphilosophie wird interessieren, dass nächsten Dienstag ein Vortrag zu Felsformationen und Geologie im Auditorium von $OURCAPITAL$ zum Eintrittspreis von  ¤1 stattfindet.;;;;;;;;;;;x
some_fake_ANY_title_58;Reunião interrompida;;Gestörtes Treffen;;;;;;;;;;;x
some_fake_ANY_58;Um clube político foi invadido por militantes da igualdade dos sexos ontem. Os maridos das mulheres foram repreendidos pela polícia por negligenciar o controle de suas esposas.;;Ein politischer Club wurde gestern von Aktivisten zur Gleichstellung der Geschlechter überrannt. Die Ehemänner wurden für die mangelnde Kontrolle ihrer Frauen von der Gendarmerie gemaßregelt.;;;;;;;;;;;x
some_fake_ANY_title_59;O inglês;;Der Engländer;;;;;;;;;;;x
some_fake_ANY_59;O Inglês é inflexível, tem um forte senso de justiça e defende a liberdade. Inventivo, elegante e espirituoso, ele se destaca entre as nacionalidades.;;Der Engländer ist unnachgiebig, hat einen ausgeprägten Gerechtigkeitssinn und verteidigt die Freiheit. Erfinderisch, elegant und geistreich ragt er unter den Nationalitäten heraus.;;;;;;;;;;;x
some_fake_ANY_title_60;Surto de gripe;;Grippewelle;;;;;;;;;;;x
some_fake_ANY_60;A gripe assola o(a) $OURCOUNTRY$. Já existem muitas infecções relatadas em todo o país. Os leigos temem que uma pandemia esteja chegando, enquanto os especialistas asseguram que é apenas uma ocorrência sazonal.;;Die Grippe beutelt $OURCOUNTRY$. Infektionen breiten sich aus. Laien fürchten eine Pandemie, Experten werten die Situation als saisonale Begebenheit.;;;;;;;;;;;x
some_fake_ANY_title_61;Ouro!;;Goldschatz entdeckt;;;;;;;;;;;x
some_fake_ANY_61;Os restos de um antigo tesouro foi encontrado em $ANYPROVINCE$ esta semana. Autoridades mencionam muitas moedas de ouro descobertas por um fazendeiro enquanto arava um campo depois das fortes chuvas.;;Die Reste eines alten Goldschatzes wurden diese Woche in $ANYPROVINCE$ entdeckt. Offizielle melden Unmenge an Goldmünzen, die von Bauern in der Feldarbeit im Regen ausgegraben wurden.;;;;;;;;;;;x
some_fake_ANY_title_62;Absurdo métrico;;Metrischer Unsinn;;;;;;;;;;;x
some_fake_ANY_62;"De acordo com um estadista britânico, o sistema de medidas em inglês é o futuro: ""Esse absurdo métrico francês nunca será adotado"".";;Laut einem britischen Staatsmann ist das englische Maßsystem die Zukunft: 'Dieser französische Metrik-Unsinn wird niemals Fuß fassen.';;;;;;;;;;;x
GOODS_PRICE_UP_TITLE_LARGE;OS PREÇOS SUBIRAM!;;PREISE STEIGEN!;;;;;;;;;;;x
GOODS_PRICE_UP_LARGE;Nos últimos $VALUE_INT_0_0$ meses, o preço de $STRING_0_1$ subiu constantemente. Capitalistas e artesãos em todo o mundo se esforçam para produzir mais $STRING_0_1$ para atender às crescentes demandas do mercado.;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen. Kapitalisten und Handwerker rotieren weltweit, um mehr $STRING_0_1$ zu produzieren, um die Nachfrage zu befriedigen.;;;;;;;;;;;x
GOODS_PRICE_UP_TITLE_MEDIUM;OS PREÇOS SUBIRAM!;;PREISE STEIGEN!;;;;;;;;;;;x
GOODS_PRICE_UP_MEDIUM;Nos últimos $VALUE_INT_0_0$ meses, o preço de $STRING_0_1$ subiu constantemente. Capitalistas e artesãos em todo o mundo se esforçam para produzir mais $STRING_0_1$ para atender às crescentes demandas do mercado.;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen. Kapitalisten und Handwerker rotieren weltweit, um mehr $STRING_0_1$ zu produzieren, um die Nachfrage zu befriedigen.;;;;;;;;;;;x
GOODS_PRICE_UP_TITLE_SMALL;OS PREÇOS SUBIRAM!;;PREISE STEIGEN!;;;;;;;;;;;x
GOODS_PRICE_UP_SMALL;Nos últimos $VALUE_INT_0_0$ meses, o preço de $STRING_0_1$ subiu constantemente!;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen!;;;;;;;;;;;x
GOODS_PRICE_DOWN_TITLE_LARGE;COLAPSO NOS PREÇOS!;;PREISE KOLLABIEREN!;;;;;;;;;;;x
GOODS_PRICE_DOWN_LARGE;Nos últimos $VALUE_INT_0_0$ meses, o preço de $STRING_0_1$ caiu como uma rocha! Em todo o mundo, os produtores de $STRING_0_1$ estão tentando desesperadamente transferir sua produção para outros produtos para compensar suas perdas.;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise für $STRING_0_1$ rapide gesunken! Hersteller von $STRING_0_1$ versuchen weltweit verzweifelt, ihre Produktion auf andere Güter umzustellen, um Verluste abzufangen.;;;;;;;;;;;x
GOODS_PRICE_DOWN_TITLE_MEDIUM;COLAPSO NOS PREÇOS!;;PREISE KOLLABIEREN!;;;;;;;;;;;x
GOODS_PRICE_DOWN_MEDIUM;Nos últimos $VALUE_INT_0_0$ meses, o preço de $STRING_0_1$ caiu como uma rocha! Em todo o mundo, produtores de $STRING_0_1$ estão tentando desesperadamente transferir sua produção para outros produtos para compensar suas perdas;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise für $STRING_0_1$ rapide gesunken! Hersteller von $STRING_0_1$ versuchen weltweit verzweifelt, ihre Produktion auf andere Güter umzustellen, um Verluste abzufangen.;;;;;;;;;;;x
GOODS_PRICE_DOWN_TITLE_SMALL;COLAPSO NOS PREÇOS!;;PREISE KOLLABIEREN!;;;;;;;;;;;x
GOODS_PRICE_DOWN_SMALL;Nos últimos $VALUE_INT_0_0$ meses, o preço de $STRING_0_1$ caiu como uma rocha!;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise für $STRING_0_1$ rapide gesunken!;;;;;;;;;;;x
REVOLUTION_NEWS_TITLE_LARGE;REVOLUÇÃO EM $TAG_0_0_UPPER$!;;REVOLUTION IN $TAG_0_0$_UPPER!;;;;;;;;;;;x
REVOLUTION_NEWS_LARGE;"Uma revolução ocorreu em $TAG_0_0$! $STRING_0_0$ derrotaram as forças do governo e quebraram o país. $TAG_0_0$ agora está sob o controle dos $STRING_0_4$. ""À medida que assumimos o governo, os cidadãos podem esperar reformas imediatas que reflitam nossos valores de $STRING_0_3$"", anunciaram. ""Nós não somos um estado desoesto, só planejamos buscar relações mais iguais com nossos parceiros internacionais"", comentou um funcionário do governo, desafiando as intenções do novo partido no poder de recuar sobre os acordos e garantias emitidos pela administração anterior.";;Eine Revolution fand in $TAG_0_0$! $STRING_0_1$ statt, haben die Regierungskräfte besiegt und das Land zerschlagen. $TAG_0_0$ wird nun von $STRING_0_4$ $STRING_0_3$ kontrolliert.;;;;;;;;;;;x
REVOLUTION_NEWS_TITLE_MEDIUM;REVOLUÇÃO EM $TAG_0_0_UPPER$!;;REVOLUTION IN $TAG_0_0$_UPPER!;;;;;;;;;;;x
REVOLUTION_NEWS_MEDIUM;"Uma revolução ocorreu em $TAG_0_0$! $STRING_0_0$ derrotaram as forças do governo e quebraram o país. $TAG_0_0$ agora está sob o controle do $STRING_0_4$. ""Os cidadãos podem esperar reformas imediatas que reflitam nossos valores de $STRING_0_3$"", anunciaram.";;Eine Revolution fand in $TAG_0_0$! $STRING_0_1$ statt, haben die Regierungskräfte besiegt und das Land zerschlagen. $TAG_0_0$ wird nun von $STRING_0_4$ $STRING_0_3$ kontrolliert.;;;;;;;;;;;x
REVOLUTION_NEWS_TITLE_SMALL;REVOLUÇÃO!;;REVOLUTION!;;;;;;;;;;;x
REVOLUTION_NEWS_SMALL;Uma revolução ocorreu em $TAG_0_0$! $STRING_0_0$ derrotaram as forças do governo e quebraram o país.;;Eine Revolution fand in $TAG_0_0$! $STRING_0_1$ statt, haben die Regierungskräfte besiegt und das Land zerschlagen.;;;;;;;;;;;x 
INVENTION_NEWS_TITLE_LARGE;INVENÇÃO!;;ERFINDUNG!;;;;;;;;;;;x
INVENTION_NEWS_LARGE;Cientistas e engenheiros em $TAG_0_0$ inventaram $STRING_0_1$.;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;;;;;;;;;;x
INVENTION_NEWS_TITLE_MEDIUM;INVENÇÃO!;;ERFINDUNG!;;;;;;;;;;;x
INVENTION_NEWS_MEDIUM;Cientistas e engenheiros em $TAG_0_0$ inventaram $STRING_0_1$.;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;;;;;;;;;;x
INVENTION_NEWS_TITLE_SMALL;Invenção!;;Erfindung!;;;;;;;;;;;x
INVENTION_NEWS_SMALL;Cientistas e engenheiros em $TAG_0_0$ inventaram $STRING_0_1$.;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;;;;;;;;;;x
INVENTION_SUFFIX1;Progresso imparável!;;Fortschritt nicht aufzuhalten!;;;;;;;;;;;x
INVENTION_SUFFIX2;Verdadeiramente a luz do futuro!;;Wahrhaft das Licht der Zukunft!;;;;;;;;;;;x
INVENTION_SUFFIX3;Isso pode destruir todos nós!;;Dies kann uns alle vernichten!;;;;;;;;;;;x
INVENTION_SUFFIX4;Boas notícias, pessoal!;;Gute Nachrichten!;;;;;;;;;;;x
INVENTION_SUFFIX5;Este é o começo de uma nova era!;;Dies ist der Beginn eines neuen Zeitalters!;;;;;;;;;;;x
INVENTION_SUFFIX6;O progresso de hoje foi o planejamento de ontem.;;Heutiger Fortschritt ist die Planung von gestern.;;;;;;;;;;;x
INVENTION_SUFFIX7;Espero que esta seja uma boa aposta.;;Hoffentlich findet dies einen guten Einsatz.;;;;;;;;;;;x
INVENTION_SUFFIX8;A ciência nunca dorme!;;Die Forschung schläft nie!;;;;;;;;;;;x
INVENTION_SUFFIX_LONG1;A que preço?;;Zu welchem Preis?;;;;;;;;;;;x
INVENTION_SUFFIX_LONG2;O que você vai inventar a seguir?;;Was werden sie als nächstes erfinden?;;;;;;;;;;;x
INVENTION_SUFFIX_LONG3;Isso nunca será algo.;;Das wird nie was werden.;;;;;;;;;;;x
INVENTION_SUFFIX_LONG4;Idéia roubada de nós.;;Idee ganz eindeutig von uns gestohlen.;;;;;;;;;;;x
PARTY_NEWS_TITLE_LARGE;NOVO PARTIDO POLÍTICO EM $TAG_0_0_UPPER$;;NEUE PARTEI IN $TAG_0_0_UPPER$;;;;;;;;;;;x
PARTY_NEWS_LARGE;"Um novo partido político $STRING_0_2$, os $STRING_0_0$, foi formado no(a) $TAG_0_0$. ""Estamos atualmente no processo de recrutar novos membros e organizar a estrutura de apoio que toda unidade política moderna exige"", comentou um funcionário do partido. Unindo ativistas descontentes e membros desiludidos de outros grupos, o novo partido anunciou que agendou uma convenção nacional, onde planeja eleger seus representantes e aprovar a plataforma. Eles afirmam manter-se otimistas sobre chegar ao poder apesar de todas as probabilidades.";;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, wurde in $TAG_0_0$ gegründet. Sie sind zuversichtlich, dass sie die nächste Wahl gewinnen.;;;;;;;;;;;x
PARTY_NEWS_TITLE_MEDIUM;NOVO PARTIDO POLÍTICO EM $TAG_0_0_UPPER$;;NEUE PARTEI IN $TAG_0_0_UPPER$;;;;;;;;;;;x
PARTY_NEWS_MEDIUM;Um novo partido político $STRING_0_2$, os $STRING_0_0$, foi formado no(a) $TAG_0_0$. Unindo ativistas descontentes e membros desiludidos de outros grupos, o novo partido anunciou que agendou uma convenção nacional.;;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, wurde in $TAG_0_0$ gegründet. Sie sind zuversichtlich, dass sie die nächste Wahl gewinnen.;;;;;;;;;;;x
PARTY_NEWS_TITLE_SMALL;Novo Partido;;Neue Partei;;;;;;;;;;;x
PARTY_NEWS_SMALL;Um novo partido político $STRING_0_2$, os $STRING_0_0$, foi formado no(a) $TAG_0_0$. Eles afirmam manter-se otimistas sobre chegar ao poder apesar de todas as probabilidades.;;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, in $TAG_0_0$ gegründet.;;;;;;;;;;;x
PROVINCE_NEWS_TITLE_LARGE;$TAG_0_1_UPPER$ ESTÁ SE EXPANDINDO!;;$TAG_0_1_UPPER$ DEHNT SICH AUS!;;;;;;;;;;;x
PROVINCE_NEWS_LARGE;The province of $STRING_0_0$ now belongs to $TAG_0_1$. The foreign minister of $TAG_0_1$ has stated that '$STRING_0_0$ is an integral part of $TAG_0_1$' and that '$TAG_0_0$ has no claim to it now it is back in our rightful hands'.;;Die Provinz von $STRING_0_0$ gehört nun zu $TAG_0_1$. Der Außenminister von $TAG_0_1$ sagt, dass '$STRING_0_0$ ein integraler Teil von $TAG_0_1$' ist und '$TAG_0_0$ keinerlei Ansprüche auf die Provinz hat'.;;;;;;;;;;;x
PROVINCE_NEWS_TITLE_MEDIUM;$TAG_0_1_UPPER$ ESTÁ SE EXPANDINDO!;;$TAG_0_1_UPPER$ DEHNT SICH AUS!;;;;;;;;;;;x
PROVINCE_NEWS_MEDIUM;A província de $STRING_0_0$ agora pertence a $TAG_0_1$. O ministro das Relações Exteriores do(a) $TAG_0_1$ afirmou que '$STRING_0_0$ é parte integrante do(a) $TAG_0_1$'.;;Die Provinz von $STRING_0_0$ gehört nun zu $TAG_0_1$. Der Außenminister von $TAG_0_1$ sagt, dass '$STRING_0_0$ ein integraler Teil von $TAG_0_1$' ist.;;;;;;;;;;;x
PROVINCE_NEWS_TITLE_SMALL;$TAG_0_1$ está se expandindo!;;$TAG_0_1$ dehnt sich aus!;;;;;;;;;;;x
PROVINCE_NEWS_SMALL;A província de $STRING_0_0$ agora pertence a $TAG_0_1$. O ministro das Relações Exteriores do(a) $TAG_0_1$ pareceu bastante satisfeito em uma entrevista recente.;;Die Provinz von $STRING_0_0$ gehört nun zu $TAG_0_1$. Der Außenminister von $TAG_0_1$ wirkte im letzten Interview sehr zufrieden.;;;;;;;;;;;x
RESEARCH_NEWS_TITLE_LARGE;$TAG_0_0_ADJ$ pesquisa concluída!;;$TAG_0_0_ADJ$ Forschung abgeschlossen!;;;;;;;;;;;x
RESEARCH_NEWS_LARGE;Cientistas em $TAG_0_0$ concluíram recentemente uma pesquisa sobre $STRING_0_1$. Essa inovação certamente oferecerá muitas vantagens nos próximos dias, à medida que novas invenções ocorrerem nesse campo.;;Forscher in $TAG_0_0$ haben kürzlich die Forschung in $STRING_0_1$ abgeschlossen. Dieser Durchbruch wird $TAG_0_0$ in Zukunft viele Vorteile für weitere Erfindungen bringen.;;;;;;;;;;;x
RESEARCH_NEWS_TITLE_MEDIUM;$TAG_0_0_ADJ$ pesquisa concluída!;;$TAG_0_0_ADJ$ Forschung abgeschlossen!;;;;;;;;;;;x
RESEARCH_NEWS_MEDIUM;Cientistas em $TAG_0_0$ concluíram recentemente uma pesquisa sobre $STRING_0_1$. Essa inovação certamente oferecerá muitas vantagens nos próximos dias, à medida que novas invenções ocorrerem nesse campo.;;Forscher in $TAG_0_0$ haben kürzlich die Forschung in $STRING_0_1$ abgeschlossen. Dieser Durchbruch wird $TAG_0_0$ n Zukunft viele Vorteile für weitere Erfindungen bringen.;;;;;;;;;;;x
RESEARCH_NEWS_TITLE_SMALL;$TAG_0_0_ADJ$ pesquisa concluída!;;$TAG_0_0_ADJ$ Forschung abgeschlossen!;;;;;;;;;;;x
RESEARCH_NEWS_SMALL;Cientistas em $TAG_0_0$ concluíram recentemente uma pesquisa sobre $STRING_0_1$.;;Forscher in $TAG_0_0$ haben kürzlich die Forschung in $STRING_0_1$ abgeschlossen.;;;;;;;;;;;x
WAR_NEWS_TITLE_LARGE;GUERRA ENTRE $TAG_0_0_UPPER$ E $TAG_0_1_UPPER$!;;KRIEG ZWISCHEN $TAG_0_0_UPPER$ UND $TAG_0_1_UPPER$!;;;;;;;;;;;x
WAR_NEWS_LARGE;"Em $DATE_LONG_0$, o(a) $TAG_0_0$ declarou guerra a $TAG_0_1$. O ministro das Relações Exteriores do(a) $TAG_0_0$, quando questionado sobre as razões pelas quais a guerra foi declarada, afirmou a necessidade de '$STRING_0_1$'. ""Só pretendemos recuperar o que foi injustamente reivindicado antes e restaurar a paz e a ordem na região"", acrescentou. ""Esta agressão ilegal não ficará impune"", respondeu o $TAG_0_1$, exigindo que a comunidade internacional condenasse o agressor. Que Deus tenha piedade de todos eles.";;Am $DATE_LONG_0$ verkündete $TAG_0_0$, dass sie sich mit $TAG_0_1$ im Kriegszustand befinden. Der Außenminister von $TAG_0_0$ nannte als Grund '$STRING_0_1$'. Möge Gott ihnen allen gnädig sein. ;;;;;;;;;;;x
WAR_NEWS_TITLE_MEDIUM;$TAG_0_0_UPPER$ VAI À GUERRA!!;;$TAG_0_0_UPPER$ ZIEHT IN KRIEG!;;;;;;;;;;;x
WAR_NEWS_MEDIUM;"Em $DATE_LONG_0$ $TAG_0_0$ declarou guerra a $TAG_0_1$. O motivo declarado para esta declaração é '$STRING_0_1$'. ""Esta agressão ilegal não ficará assim"", comentou o ministro das Relações Exteriores do(a) $TAG_0_1$.";;Am $DATE_LONG_0$ verkündete $TAG_0_0$, dass sie sich mit $TAG_0_1$ im Kriegszustand befinden. Die angegebene Begründung: '$STRING_0_1$'. Möge Gott ihnen allen gnädig sein. ;;;;;;;;;;;x
WAR_NEWS_TITLE_SMALL;$TAG_0_0_$ em guerra!;;$TAG_0_0_$ im Krieg!;;;;;;;;;;;x
WAR_NEWS_SMALL;Em $DATE_LONG_0$ $TAG_0_0$ anunciou que agora existe um estado de guerra com $TAG_0_1$.;;Am $DATE_LONG_0$ verkündete $TAG_0_0$ den Kriegszustand mit $TAG_0_1$.;;;;;;;;;;;x 
KEYNAME;TEXT;;TEXT;;;;;;;;;;;x
