AI_FEARS_US_TITLE1;$TAG_0_0_UPPER$ TEME NOSSO PODER!;;$TAG_0_0_upper$ FÜRCHTET UNSERE MACHT!;;;;;;;;x;;;
EDITORIAL_PRUCON;Editorial: por que é certo odiar os reformistas de todos os tipos - a ordem natural exige isso! Ora, esses especuladores liberais e cosmopolitas governariam nossa nação como um bordel (veja página 10);;Redaktionelles: warum es richtig ist, Reformisten aller Couleur zu hassen – die Natur gebietet es! Liberale Spekulanten und Kosmopoliten würden unsere Nation wie Bordell führen (mehr auf S. 10);;;;;;;;;x;;
EDITORIAL_CONMON;Editorial: por que é certo odiar os republicanos - a estabilidade exige isso! Por que, sem uma figura de proa para sorrir benevolentemente sobre nós, a intriga e a guilhotina vão nos destruir (página 10);;Redaktionelles: warum es richtig ist, Republikaner zu hassen – Stabilität verlangt es! Ohne gütig auf uns herablächelnden Repräsentanten werden Intrigen und Guillotine unser Ende sein (S. 10);;;;;;;;;x;;
EDITORIAL_DEMOCRACY;Editorial: por que é certo odiar revolucionários de todos os tipos - porque eles não podem ser subornados! Por que homens de tal zelo e ridículo doutrinismo não mostram respeito pelo estado de direito (pág. 10);;Redaktionelles: warum es richtig ist, Revolutionäre aller Couleur zu hassen – sie sund unbestechlich! Männer mit solchem Eifer und starren Doktrinen haben keinerlei Respekt vor Gesetz (S. 10);;;;;;;;;x;;
EDITORIAL_PRESDICT;Editorial: por que é certo odiar subversivos - o presidente exige isso! Ora, esses criminosos só ontem vandalizaram grosseiramente uma estátua de mármore de sua excelência na capital (ver página 10);;Redaktionelles: warum es richtig ist, Staatsfeinde zu hassen – Präsident verlangt es! Erst gestern haben diese Kriminellen Statue Seiner Exzellenz in Hauptstadt schändlich vandalisiert (S. 10);;;;;;;;;x;;
EDITORIAL_BOURDICT;Editorial: por que é certo odiar os pobres - seu próprio interesse racional exige isso! Ora, essas pessoas parasitas escolhem ser pobres. Mostre piedade a eles por sua conta e risco. (veja a página 10);;Redaktionelles: warum es richtig ist, die Armen zu hassen – der rationale Egoismus verlangt es! Dieser parasitäre Abschaum hat die Armut gewählt. Mitleid auf eigenes Risiko. (mehr auf S. 10);;;;;;;;;x;;
EDITORIAL_PROLDICT;Editorial: por que é certo odiar os parasitas - o partido exige isso! Ora, até mesmo o mais humilde padeiro da aldeia é um explorador das massas. Erradicar os ricos nos libertará (veja a página 10);;Redaktionelles: warum es richtig ist, Parasiten zu hassen – die Partei verlangt es! Selbst kleinster Dorfbäcker nutzt Massen aus. Die Reichen auszumerzen, wird uns befreien (mehr auf S. 10).;;;;;;;;;x;;
EDITORIAL_FASCDICT;Editorial: por que é certo odiar os parasitas - o partido exige isso! Ora, até mesmo o mais humilde padeiro da aldeia é um explorador das massas. Erradicar os ricos nos libertará (veja a página 10);;Redaktionelles: warum es richtig ist, Parasiten zu hassen – die Partei verlangt es! Selbst kleinster Dorfbäcker nutzt Massen aus. Die Reichen auszumerzen, wird uns befreien (mehr auf S. 10).;;;;;;;;;x;;
FAKE_UNKNOWN;O jovem escritor Ellis Bell escreveu insights intrigantes sobre casos de amor no pântano de Yorkshire em Wuthering Heights. Estamos ansiosos para continuar a trabalhar por este jovem.;;Der junge Schriftsteller Ellis Bell schrieb faszinierende Einsichten in Liebesdinge im Moor von Yorkshire in Wuthering Heights. Wir freuen uns auf weitere Arbeiten dieses jungen Mannes.;;;;;;;;;x;;
FAKE_UNKNOWN;Escândalo literatura! O autor de Wuthering Heights, Ellis Bell, é na verdade uma mulher chamada Emily Brontë! ;;Literaturskandal! Wuthering Heights Autor Ellis Bell ist in Wirklichkeit eine Frau namens Emily Brontë! Popularität des Romans ungebrochen, Londons Frauenherzen schmachten nach Heathcliff.;;;;;;;;;x;;
FAKE_UNKNOWN;O tradutor de Mil e Uma Noites e o Kamasutra, Richard Francis Burton, infiltrou-se no Hajj em Meca. Relatório de viagem exclusivo na página 10.;;Der Übersetzer von Tausendundeine Nacht und dem Kamasutra, Richard Francis Burton, infiltrierte den Haddsch in Mekka. Exklusiver Reisebericht auf Seite 10.;;;;;;;;;x;;
FAKE_UNKNOWN;A atriz Virginia Rappe foi encontrada morta na suíte do hotel Fatty Arbuckle em Nova York. É hora de controlar os playboys de Hollywood e seus filmes degenerados antes que eles arruínem os valores morais de nossa nação.;;Schauspielerin Virginia Rappe tot in Fatty Arbuckles Hotelsuite in New York aufgefunden. Zeit, die Playboys und dekadenten Filme Hollywoods zu zügeln, oder die Moral der Nation geht zugrunde.;;;;;;;;;x;;
FAKE_UNKNOWN;A nova composição de George Gershwin, Rhapsody in Blue, mistura estilos clássicos e jazzísticos para criar uma ponte sofisticada, ainda que divertida, de velhos e novos sons condizentes com a nossa era moderna.;;George Gershwins neue Komposition Rhapsody in Blue vermischt klassische Elemente mit Jazz, um eine verspielte Brücke zw. alter und neuer Musik zu schlagen, die zu unserer modernen Zeit passt.;;;;;;;;;x;;
FAKE_UNKNOWN;F. Scott e Zelda Fitzgerald deixam Nova York para buscar um futuro mais brilhante na comunidade norte-americana de expatriados em Paris. Parece que todos os americanos mais talentosos acabam em Paris.;;F. Scott und Zelda Fitzgerald verlassen New York, um eine bessere Zukunft in der amerik. Gemeinschaft in Paris zu suchen. Scheinbar landen alle talentierten Amerikaner neuerdings in Paris.;;;;;;;;;x;;
FAKE_UNKNOWN;Em mais um efeito colateral involuntário da proibição do álcool da Lei Volstead, os americanos são pioneiros em uma variedade de novos coquetéis, em uma tentativa de tornar o álcool pirata palatável.;;Ein weiterer Seiteneffekt des Alkoholverbots des Valstead Acts: Amerikaner sind wegweisend in der Erfindung neuer Cocktails, um schwarzgebrannten Alkohol trinkbar zu machen.;;;;;;;;;x;;
FAKE_Cthulhu;Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn;;Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn;;;;;;;;;x;;
some_fake_1836_title_12;Flores de cerejeira;;Kirschblüten;;;;;;;;;;;x
some_fake_1836_12;O governo japonês decide que a nova cor nacional será a de uma flor de cerejeira, pois representa melhor o caráter nacional desse país maravilhoso. Chamá-lo de rosa é proibido.;;Regierung Japans wählt die Farbe von Kirschblüten als neue Nationalfarbe, die den wunderbaren Charakter der Nation am besten wiederspiegelt. Es ist verboten, die Farbe 'rosa' zu nennen.;;;;;;;;;;;x 
some_fake_1836_title_13;O bom rio;;Der gute Fluss;;;;;;;;;;;x
some_fake_1836_13;"Uma equipe de cartógrafos americanos especializados fornece os desenhos mais precisos do ""bom"" rio Ohio até o momento, para serem incluídos em futuros mapas locais e internacionais. Mais rios a seguir.";;Team amerik. Kartographie-Experten präsentiert aktuellste Zeichnungen des 'guten' Ohio-Flusses, die in nationalen und internationalen Karten verwendet werden. Weitere Flüsse werden folgen.;;;;;;;;;;;x
some_fake_1836_title_14;Jan Mayen;;Jan Mayen;;;;;;;;;;;x
some_fake_1836_14;Inexplicavelmente, um grande número de migrantes foi transferido recentemente para a ilha árida de Jan Mayen, no Oceano Ártico. 'Estávamos cansados de todo aquele barulho', revelou um dos pioneiros.;;Unglaublich viele Migranten sind laut Berichten kürzlich auf die karge Insel Jan Mayen im Arktischen Ozean gezogen. 'Wir hatten den Lärm satt', sagte einer der Pioniere.;;;;;;;;;;;x 
some_fake_1880_title_8;Lei dos Lunáticos;;Geisteskranken-Verordnung;;;;;;;;;;;x
some_fake_1880_8;A legislação recente exige que os armadores paguem uma multa, caso o navio que desembarca desembolsasse nos portos deste país uma pessoa ou pessoas avaliadas como lunáticas, idiotas ou condenadas.;;Neue Gesetzesverordnung belegt Schiffseigner mit einer Geldstrafe, wenn sie Menschen die geisteskrank, Idioten oder Sträflinge sind, mit ihrem Schiff in die Häfen dieses Landes entladen.;;;;;;;;;;;x 
some_fake_1890_title_8;Os 55 sortudos ;;Die Glücklichen 55;;;;;;;;;;;x
some_fake_1890_8;"Cinquenta e quatro vencedores confirmados da loteria estadual dividiram entre si uma quantia recorde de prêmios em dinheiro. ""Não consigo encontrar meu bilhete!"", reclama o quinquagésimo quinto sorteado.";;54 bestätigte Gewinner der Staatslotterie teilen sich Rekordgewinn. 'Ich kann mein Los nicht finden!', beklagt der unglückliche 55. Gewinner.;;;;;;;;;;;x 
some_fake_1910_title_11;Embuste de Dreadnought;;Schlachtschiff-Humbug;;;;;;;;;;;x
some_fake_1910_11;Um grupo de jovens aristocratas, disfarçado como uma delegação do príncipe abissínio, com turbantes e rostos enegrecidos, engana a liderança privada da nau capitânia da Marinha Real.;;Gruppe junger Aristokraten, verkleidet als Delegation des abessinischen Prinzen, mit Turbanen und geschwärzten Gesichtern, erschwindelt private Führung durch Flagschiff der königl. Marine.;;;;;;;;;;;x 
some_fake_1910_title_12;Rádios matando a cultura?;;Zerstören Radios die Kultur?;;;;;;;;;;;x
some_fake_1910_12;A rádio surgiu recentemente, causando preocupações de que mataria a sociedade e a socialização. Os proponentes dizem que somente transmissões inteligentes e instigantes serão consideradas.;;Mit Einführung des Radios wächst die Sorge um den Fortbestand der Gesellschaft und Sozialisation. Befürworter betonen, dass nur zum Nachdenken anregende, intelligente Sendungen geplant werden.;;;;;;;;;;;x 
some_fake_1910_title_13;Revolta da Chibata;;Der Peitschen-Aufstand;;;;;;;;;;;x
some_fake_1910_13;Tripulantes negros do motim da Marinha do Brasil contra seus oficiais brancos. Eles ameaçam atirar contra o Rio de Janeiro se o abuso racial e a violência física contra os escalões inferiores não forem abolidos.;;Schwarze Besatzung der brasil. Marine meutert gegen ihre weißen Offiziere. Sie fordern Ende der Rassendiskriminierung und körperlichen Gewalt gg. Untergebene oder Rio de Janeiro werde brennen.;;;;;;;;;;;x 
some_fake_1920_title_13;Partido da Reforma do Vestuário dos Homens;;Partei zur Reform von Männerkleidung;;;;;;;;;;;x
some_fake_1920_13;"O movimento encoraja os homens a parecerem mais bonitos e limpos. ""Muitos membros querem calças curtas, alguns kilts, quase todos odeiam calças compridas."" O PRVH também recusa os chapéus.";;Neue Bewegung fordert Männer zu ansehnlicherer und sauberer Kleidung auf. 'Viele Mitglieder wünschen sich kurze Hosen, manche Kilts, fast alle hassen lange Hosen.' MDRP lehnt auch Hüte ab.;;;;;;;;;;;x
dino_fake_1830_title_1;Ornitologia;;Ornithichnologie;;;;;;;;;; ;x
dino_fake_1830_1;Prof Hitchcock relata faixas fósseis de aves descobertas perto do rio Connecticut, em Massachusetts. Algumas das marcas dos pés indicam que foram feitas por algumas espécies enormes de aves ...;;Prof. Hitchcock meldet Entdeckung von Fossilienspuren von Vögeln nahe des Connecticut-Flusses, Massachusetts. Einige Spuren deuten auf riesige Vogelart hin…;;;;;;;;;;;x
dino_fake_1830_title_2;Plateosaurus;;Plateosaurus;;;;;;;;;;;x
dino_fake_1830_2;Em homenagem ao Dr. Engelhardt, descobridor original dos restos mortais, o Dr. von Meyer nomeou um novo gigante sauriano como Plateosaurus Engelhardt. Parece estar relacionado com Iguanodon e Megalosaurus.;; Zu Ehren des Entdeckers Dr. Engelhardt nannte Dr. von Meyer einen neuen riesigen Saurier 'Plateosaurus engelhardti'. Er scheint mit Iguanodon und Megalosaurus verwandt zu sein.;;;;;;;;;;;x
dino_fake_1830_title_3;Thecodontosaurus;;Thecodontosaurus;;;;;;;;; ;;x
dino_fake_1830_3;Este dinossauro incomum tinha dentes em cavidades dentárias, não como répteis modernos diretamente conectados à mandíbula, como o Dr. Rilez e dr. Stutchbury, descobridor do lagarto, diz.;;Dieser ungewöhnliche Saurier besaß Zähne in Zahnhöhlen, nicht wie moderne Reptilien direkt mit dem Kiefer verbundene, wie Dr. Rilez und Dr. Stutchbury, Entdecker der Eidechse, sagen.;;;;;;;;;;;x
dino_fake_1830_title_4;Poekilopleuron;;Poekilopleuron;;;;;;;;;;; x
dino_fake_1830_4;Dr. Eudes-Deslongchamps relata um novo dinossauro devido aos achados vertebrais, costelas e membros. Ele acredita que o animal está relacionado ao Megalossauro.;;Dr. Eudes-Deslongchamps meldet aufgrund von Wirbel-, Rippen- und Gliedmaßen-Funden einen neuen Saurier. Er glaubt, das Tier ist mit dem Megalosaurus verwandt.;;;;;;;;;;;x
dino_fake_1840_title_1;Dinosauria;;Dinosauria;;;;;;;;;;;x
dino_fake_1840_1;Dinosauria é o nome que o Prof. Owen propôs para a espécie de Saurianos que inclui Megalosaurus, Allosaurus e Iguanodon. Estes dinossauros são notáveis pelo seu tamanho grande.;; Prof. Owen schlug für die Sauriergattung, der Megalosaurus, Hylaeosaurus und Iguanodon angehören, den Namen Dinosauria vor. Ihre Größe ist bemerkenswert.;;;;;;;;;;;x
dino_fake_1840_title_2;Cetiosaurus;;Cetiosaurus;;;;;;;;;;;x
dino_fake_1840_2;"Um novo gigante reptiliano que vive no mar foi descoberto. O Prof. Owen nomeou Cetiossauro, que significa ""lagarto de baleia"".";; Neue Entdeckung eines riesigen, aquatischen Reptil-Fossils. Prof. Owen nannte es Cetiosaurus, was “Wal-Echse” bedeutet.;;;;;;;;;;;x
dino_fake_1840_title_3;Cardiodon;;Cardiodon;;;;;;;;;;;x
dino_fake_1840_3;Um único dente em forma de coração foi descoberto em Wiltshire, Inglaterra. O Prof. Owen decidiu após sua análise batizar de Cardiodon.;;Ein einzelner, herzförmiger Zahn wurde in Wiltshire, England entdeckt. Prof. Owen entschloss sich nach seiner Analyse, ihn Cardiodon zu taufen.;;;;;;;;;;;x
dino_fake_1840_title_4;Regnosaurus;;Regnosaurus;;;;;;;;;;;x
dino_fake_1840_4;Depois de encontrar alguns ossos da mandíbula dos Iguanodons, Dr. Mantell cometeu um erro em sua atribuição anterior de uma mandíbula e agora a descreve como uma espécie separada.;;Nach dem Fund einiger Kieferknochen des Iguanodons vermutete Dr. Mantell einen Fehler in seiner vorherigen Zuordnung eines Kiefers zu diesem Biest und beschreibt ihn nun als separate Spezies.;;;;;;;;;;;x
dino_fake_1840_title_5;Dinosauria?;;Dinosauria?;;;;;;;;;;;x
dino_fake_1840_5;"O biólogo Richard Owen criou as primeiras esculturas em tamanho natural de répteis gigantescos e extintos cujos fósseis foram descobertos na África do Sul e na Nova Zelândia. Ele a chama de ""Dinosauria"".";;Biologe Richard Owen erstellt erste lebensgroße Skulpturen von ausgestorbenen, gigantischen Reptilien, deren Fossilien in Südafrika und Neuseeland entdeckt wurden. Er nennt sie 'Dinosauria'.;;;;;;;;;;;x
dino_fake_1850_title_1;Dinossauros na América;;Dinosaurier in Amerika;;;;;;;;;;;x
dino_fake_1850_1;Dr. Leidy descreveu dois novos dinossauros da América chamados Trachodon e Deinodon. Outros lagartos subordinados chamados Palaeoscincus e Troodon também foram descobertos.;;Dr. Leidy beschrieb zwei neue Dinosaurier aus Amerika, namens Trachodon und Deinodon. Weitere untergeordnete Echsen namens Palaeoscincus und Troodon wurden ebenfalls entdeckt.;;;;;;;;;;;x
dino_fake_1850_title_2;Hadrosaurus;;Hadrosaurus;;;;;;;;;;;x
dino_fake_1850_2;Este novo dinossauro parece estar relacionado com o Iguanodon. Leidy suspeita que o animal tenha se sustentado em uma postura ereta bípede.;;Dieser neue Dinosaurier scheint mit dem Iguanodon verwandt zu sein. Dr. Leidy vermutet bei dem Tier einen aufrechten Gang auf zwei Beinen.;;;;;;;;;;;x
dino_fake_1860_title_1;Compsognathus;;Compsognathus;;;;;;;;;;;x
dino_fake_1860_1;Uma nova espécie de sáurio foi encontrada e foi nomeada Compsognathus. O Dr. Wagner diz que o lagarto nos lembra um pouco dos pássaros, mas essa relação não pode ser justificada.;;Neue Saurierspezies entdeckt und Compsognathus getauft. Dr. Wagner sagt, die Echse erinnere fern an Vögel, doch ein solcher Bezug sei nicht erwiesen.;;;;;;;;;;;x
dino_fake_1860_title_2;Archaeopteryx;;Archaeopteryx;;;;;;;;;;;x
dino_fake_1860_2;Uma pena finamente fossilizada foi descoberta e o Dr. von Meyer nomeou-a Archaeopteryx, que significa antiga pena ou asa.;;Ein perfektes Fossil einer Feder wurde entdeckt und Dr. Wagner taufte sie Archaeopteryx, was für eine altertümliche Feder oder einen Flügel steht.;;;;;;;;;;;x
dino_fake_1860_title_3;johnstoni, Astrodon johnstoni!;;johnstoni, Astrodon johnstoni!;;;;;;;;;;;x
dino_fake_1860_3;Depois que o Dr. Johnston nomeou alguns dentes saurianos como Astrodon, o Dr. Leidy agora completa o nome e lhe dá um epíteto específico em sua homenagem.;;Nachdem Dr. Johnston einige Saurierzähne als Astrodon bezeichnete, vollendet Dr. Leidy nun den Namen zu dessen Ehren mit diesem spezifischen Beinamen.;;;;;;;;;;;x
dino_fake_1860_title_4;Laelaps;;Laelaps;;;;;;;;;;;x
dino_fake_1860_4;Professor Cope anuncia a descoberta de um dinossauro gigante, predador e temível, relacionado ao Megalossauro e ao Dinodon.;;Professor Cope verkündet die Entdeckung eines furchterregenden, räuberischen, riesigen Dinosauriers, der mit Megalosaurus und Dinodon verwandt ist.;;;;;;;;;;;x
dino_fake_1860_title_5;Elasmosaurus;;Elasmosaurus;;;;;;;;;;;x
dino_fake_1860_5;E. D. Cope relata um novo Enaliossauro, que está relacionado ao Plesiossauro, mas tem uma cauda muito mais longa.;;E.D. Cope meldet einen neuen Enaliosaurus, der mit dem Plesiosaurus verwandt ist, aber einen viel längeren Schwanz hat.;;;;;;;;;;;x
dino_fake_1860_title_6;Archaeopteryx;;Archaeopteryx;;;;;;;;;;;x
dino_fake_1860_6;"Fósseis de Archaeopteryx descobertos na Baviera. Descrito como ""o primeiro pássaro"" e ""o elo perdido entre dinossauros e pássaros"", constitui a prova que Darwin precisava para validar sua teoria.";;Archaeopteryx-Fossilien in Bayern gefunden. Die 'ersten Vögel' bilden 'fehlende Verbindung zwischen Dinosauriern und Vögeln' und liefern den Beweis, den Darwin für seine Theorie brauchte.;;;;;;;;;;;x
dino_fake_1860_title_7;Hypselosaurus;;Hypselosaurus;;;;;;;;;;;x
dino_fake_1860_7;Matheron relata sobre vértebras e fragmentos de ovos gigantes de um provável sauriano aquático que ele nomeia como Hypselosaurus da bacia de Fuveau.;;Mr. Matheron meldet Funde von Wirbelknochen und gigantischen Eifragmenten eines womöglich aquatischen Sauriers im Fuveau-Becken, den er Hypselosaurus taufte.;;;;;;;;;;;x
dino_fake_1870_title_1;GUERRA!;;KRIEG!;;;;;;;;;;;x
dino_fake_1870_1;Depois que o Dr. Marsh relatou abertamente ao público o erro do Dr. Cope em colocar a cabeça do Elasmosaurus na sua cauda, eles se tornaram inimigos jurados e uma competição científica feroz já começou.;;Dr. Marshs Veröfentlichung, dass Dr. Cope den Kopf des Elasmosaurus irrtümlich am Schwanzende anbrachte, machte sie zu Erzrivalen und ein erbitterter wissenschaftl. Wettstreit hat begonnen.;;;;;;;;;;;x
dino_fake_1870_title_2;Mais sobre Archaeopteryx;;Mehr zum Archaeopteryx;;;;;;;;;;;x
dino_fake_1870_2;Novos fósseis do pássaro primitivo Archaeopteryx mostram características reptilianas chocantes como garras e dentes. Os evolucionistas estão fazendo um grande negócio com essas descobertas e chamam isso de elo perdido.;;Neue Fossilien des primitiven Vogels Archaeopteryx zeigen schockierende Reptilienmerkmale wie Klauen und Zähne. Evolutionisten reißen sich um die Entdeckung, sie sei ein fehlender Link.;;;;;;;;;;;x
dino_fake_1870_title_3;Insanidade do Prof. Huxley!;;Prof. Huxleys Wahnsinn!;;;;;;;;;;;x
dino_fake_1870_3;Muitos paleontólogos proeminentes temem pelo estado mental do Prof. Huxley depois que ele propôs outra alegação evolucionista ridícula: ele diz que dinossauros reptilianos e pássaros estão relacionados!;;Viele bekannte Paläontologen fürchten um Prof. Huxleys Geisteszustand, nachdem er eine weitere lächerliche Evolutionstheorie vortrug: er sagt, reptilische Dinosaurier und Vögel sind verwandt!;;;;;;;;;;;x
dino_fake_1870_title_4;Stegosaurus;;Stegosaurus;;;;;;;;;;;x
dino_fake_1870_4;Um novo tipo de tartaruga estranha e enorme foi descoberto no oeste norte-americano. Prof. Marsh chamou de Stegosaurus, ou seja, lagarto coberto.;;Eine neue Art einer merkwürdigen, gigantischen Schildkröte wurde im Westen Nordamerikas entdeckt. Prof. Marsh nennt sie Stegosaurus, was soviel wie überdachte Eidechse heisst.;;;;;;;;;;;x
dino_fake_1870_title_5;Pteranodon;;Pteranodon;;;;;;;;;;;x
dino_fake_1870_5;Uma descoberta inovadora por O.C. Marsh. As criaturas transportadas pelo ar, cujos fósseis foram encontrados na América do Norte, ao contrário de qualquer outra espécie de pterossauro, parecem ter faltado inteiramente aos dentes.;;Bahnbrechende Entdeckung von O.C. Marsh. In Nordamerika gefundene Fossilien von fliegenden Kreaturen hatten, im Gegensatz zu anderen Pterosaurus-Arten, keine Zähne.;;;;;;;;;;;x
dino_fake_1870_title_6;Agathaumas;;Agathaumas;;;;;;;;;;;x
dino_fake_1870_6;"Segundo a E.D. Cope encontra-se em uma formação de carvão em Wyoming, ""o naufrágio de um príncipe entre os gigantes"", sem dúvida o maior animal terrestre descoberto até hoje.";;Laut E.D. Cope liegt in einer Kohleformation in Wyoming 'das Wrack eines Prinzen unter den Giganten', zweifelsohne das bislang größte, entdeckte Landtier.;;;;;;;;;;;x
dino_fake_1870_title_7;Trabalhando na Bacia Bridger;;Arbeiten in Bridger Basin;;;;;;;;;;;x
dino_fake_1870_7;Marsh, Cope e Leidy mudam-se para Bacia Bridger, Wyoming. Apesar dos campos vizinhos, os três principais paleontólogos não trocam uma palavra.;;Marsh, Cope und Leidy verlagern Ausgrabungsarbeiten nach Bridger Basin, Wyoming. Trotz benachbarter Lager wechseln die drei führenden Paläontologen kein Wort miteinander.;;;;;;;;;;;x
dino_fake_1870_title_8;Voto de não confiança;;Misstrauensvotum;;;;;;;;;;;x
dino_fake_1870_8;"O professor Marsh está empolgado com sua eleição para a prestigiosa Academia Nacional de Ciências. O professor Cope foi o único membro da academia a votar ""não"".";;Professor Marsh erfreut über seine Wahl in anerkannte Nationale Akademie der Wissenschaften. Laut Meldungen votierte Professor Cope als einziges Akademiemitglied mit 'Nein'.;;;;;;;;;;;x
dino_fake_1870_title_9;Hesperornis;;Hesperornis;;;;;;;;;;;x
dino_fake_1870_9;Professor Marsh anuncia a descoberta dos Hesperornis, uma criatura marinha grande, quase sem asas, com pernas traseiras poderosas e um bico com dentes, para caçar presas debaixo d'água.;;Professor Marsh verkündet Entdeckung des Hesperornis, eine große, fast flügellose Seekreatur, mit kraftvollen Hinterläufen und einem Schnabel mit Zähnen, für die Beutejagd unter Wasser.;;;;;;;;;;;x
dino_fake_1870_title_10;Pântano entre os Sioux;;Marsh bei den Sioux;;;;;;;;;;;x
dino_fake_1870_10;Em sua excursão mais ousada até o momento, o professor Marsh e seu grupo cruzaram o território Sioux para alcançar os locais de escavação mais promissores no Badlands do Rio Branco, em Dakota do Sul.;;Bei der bislang gewagtesten Exkursion dringen Prof. Marsh und sein Team in Gebiet der Sioux vor, um vielversprechende Ausgrabungsorte in den White River Badlands, South Dakota, zu erreichen.;;;;;;;;;;;x
dino_fake_1870_title_11;O acampamento de Marsh foi invadido!;;Überfall auf Marshs Lager!;;;;;;;;;;;x
dino_fake_1870_11;O.C. Marsh e seu grupo escaparam por pouco de um ataque do grupo de guerra indiano contra seu acampamento. Sua retirada apressada não impediu a proteção de quase duas toneladas de ossos escavados.;;Laut Meldungen entkamen O.C. Marsh und seine Gruppe nur knapp einem indianischen Raubzug gegen ihr Lager. Trotz übereilter Flucht konnten fast 2 Tonnen ausgegrabener Knochen gesichert werden.;;;;;;;;;;;x
dino_fake_1870_title_12;Abundância de vertebrados;;Wirbeltiere im Überfluss;;;;;;;;;;;x
dino_fake_1870_12;Em seu retorno da expedição geológica da qual participou, o Prof. Cope relata a descoberta de dezenas de novas espécies de vertebrados na área do rio San Juan.;;Prof. Cope berichtet nach seiner Rückkehr von der geologischen Expedition, an der er teilgenommen hatte, von der Entdeckung dutzender, neuer Wirbeltierarten in der Gegend des San Juan-Flusses.;;;;;;;;;;;x
dino_fake_1870_title_13;Como Bluff;;Como Bluff;;;;;;;;;;;x
dino_fake_1870_13;O.C. Marsh revela que dois de seus agentes descobriram ossos tão grossos e longos quanto troncos na escavação em Como Bluff, Wyoming. Além de Diplodocus e Allosaurus, foram descobertas muitas espécies.;;O.C. Marsh meldet die Ausgrabung von Knochen, so dick und lang wie Baumstämme, durch zwei Mitarbeiter in Como Bluff, Wyoming. Neben Diplodocus und Allosaurus auch viele neue Arten.;;;;;;;;;;;x
dino_fake_1880_title_1;Brontossaurus?;;Brontosaurus?;;;;;;;;;;; x
dino_fake_1880_1;Desenterrado e montado pelo paleontólogo O.C. Marsh, para o olho destreinado, Brontosaurus parece suspeitamente semelhante ao já conhecido Apatosaurus. Seu crânio é completamente diferente, no entanto.;;Der von Paläontologe O.C. Marsh ausgegrabene und zusammengesetzte Brontosaurus sieht dem bekannten Apatosaurus verdächtig ähnlich. Der Schädel ist jedoch komplett anders.;;;;;;;;;;;x
dino_fake_1880_title_2;Fraude equina?;;Pferde-Betrug?;;;;;;;;;;;x
dino_fake_1880_2;"E.D. Cope acusa O.C. Marsh de roubar a pesquisa de Kowalevsky na genealogia e evolução do cavalo. ""O que é novo, não está correto, o que é correto não é novo"", conclui.";;E.D. Cope beschuldigt O.C. Marsh, Kowalevskys Forschungen zu Abstammung und Evolution der Pferde gestohlen zu haben. 'Die neuen Informationen sind falsch, die richtigen nicht neu', beklagt er.;;;;;;;;;;;x
dino_fake_1880_title_3;Resposta de Marsh;;Marsh kontert;;;;;;;;;;;x
dino_fake_1880_3;"O.C. Marsh escreveu em resposta aos ataques de seus rivais: ""Kowalevsky tem pelo menos dores de consciência e terminou sua carreira desajeitada com uma bala. Cope vive sem remorso.";;O.C. Marsh schrieb als Antwort auf die Attacken seiner Rivalen: 'Kowalevsky hat zumindest Gewissensbisse und beendete seine missliche Karriere mit einer Kugel. Cope lebt ohne Reue weiter.';;;;;;;;;;;x
dino_fake_1880_title_4;Bíblia de Cope;;Copes Bibel;;;;;;;;;;;x
dino_fake_1880_4;"Professor E.D. Cope publica o trabalho de sua vida - ""Os Vertebrados das Formações Terciárias do Ocidente"", um volume de mil páginas oferecendo o estudo mais abrangente do assunto.";;Prof. E.D. Cope veröffentlicht sein Lebenswerk – 'Wirbeltiere der Tertiär-Formationen im Westen', eine tausend Seiten umfassende, umfangreiche Untersuchung des Themas.;;;;;;;;;;;x
dino_fake_1880_title_5;Cope x Marsh;;Copes Marshiana;;;;;;;;;;;x
dino_fake_1880_5;Cope reúne um relato copioso dos erros científicos e práticas antiéticas de Marsh, entrevistando seus funcionários antigos e atuais, para serem usados para arruinar a reputação científica de Marsh.;;Cope sammelt umfangreiches Material zu Marshs wissenschaftlichen Fehlern und unethischen Praktiken durch Interviews mit früheren und aktuellen Mitarbeitern, um Marshs Reputation zu ruinieren.;;;;;;;;;;;x
dino_fake_1880_title_6;Iguanodon, Iguanodon em todos os lugares!;;Iguanodons, überall Iguanodons!;;;;;;;;;;;x
dino_fake_1880_6;Na cidade de Bernissart, uma enorme quantidade desses dinossauros foi descoberta. O Dr. Dollo os estudou e concluiu que o animal era um bípede, como o Dr. Mantell propôs há muitos anos.;;Enorme Anzahl dieser Dinosaurier in der Stadt Bernissart entdeckt. Dr. Dollo kommt in Studien zu dem Schluss, dass das Tier zweibeinig lief, wie Dr. Mantell vor einigen Jahren vermutete.;;;;;;;;;;;x
dino_fake_1880_title_7;A classificação dos dinossauros;;Die Klassifizierung von Dinosauria;;;;;;;;;;;x
