DECL_WAR_NO_SUBSTATE;Não estamos autorizados a declarar guerra contra os §Ysubstates§W;Nous ne sommes pas autorisés à déclarer à la guerre aux §Ysous-états§W;Wir dürfen §YUnterstaaten§W nicht den Krieg erklären.;;;;;;;;;;;x
DIPLO_WE_SUBSTATE;Nós somos um subestado deles;Nous sommes un de leurs sous-états.;Wir sind ihr Unterstaat;;;;;;;;;;;x
DIPLO_THEY_SUBSTATE;Eles são um subestado da nossa nação;Ils sont sous-état de notre nation;Sie sind ein Unterstaat unserer Nation;;;;;;;;;;;x
SELECT_CB_CREATION_TYPE;Selecione o tipo de CB que você deseja fabricar;Sélectionner le type de CB que vous voulez fabriquer;Wählt die Art der Rechtfertigung, die wir anfertigen wollen;;;;;;;;;;;x
CB_CREATION_DETAIL;Faça uma justificativa para declarar guerra com o Casus Belli §Y$TYPE$§!. Vai demorar cerca de §Y$DAYS$§! dias.\nSe formos descobertos, a pena máxima de infâmia que poderíamos ter seria de §R$BADBOY$§!.;Fabriquer une justification pour déclarer la guerre avec le Casus Belli §Y$TYPE$§!. Cela prendra environ §Y$DAYS$§! jours.\nSi nous sommes découverts, la pénalité d'infamie maximum que nous pourrions avoir serait de §R$BADBOY$§!.;Fertigt eine Rechtfertigung an, um einen Krieg mit §Y$TYPE$§! Kriegszielen erklären zu können. Dies wird ungefähr §Y$DAYS$§! Tage dauern.\nFalls wir frühzeitig entlarvt werden, beträgt die maximale Menge an Schande, die wir erhalten können, §R$BADBOY$§!.;;;;;;;;;;;x
CB_MANUFACTURE_TECH;Eficiência de justificação de guerra;Efficacité de la justification de guerre;Effizienz der Kriegsrechtfertigung;;;;;;;;;;;x
CB_CREATE_TECH;Eficiência de justificação de guerra: $VAL$;Efficacité de la justification de guerre : $VAL$;Effizienz der Kriegsrechtfertigung: $VAL$;;;;;;;;;;;x
SUPPRESSION_TECH_DESC;Eficiência de supressão: $VAL$;Efficacité de la répression : $VAL$;Unterdrückungseffizienz: $VAL$;;;;;;;;;;;x
CB_CREATION_TIME_DAYS;Levará aproximadamente §Y$DAYS$§! dias para justificar esta guerra;Cela prendra environ §Y$DAYS$§! jours pour justifier cette guerre;Es wird ungefähr §Y$DAYS$§! brauchen, den Krieg zu rechtfertigen;;;;;;;;;;;x
CB_NOT_ON_PUPPETS;Não podemos justificar a guerra contra os §Ypuppets§W e §Ysubstates§W.;Nous ne pouvons pas justifier une guerre contre des §Ysatellites§W ou des §Ysous-états§W.;Wir können keinen Krieg gegen §YMarionetten§W and §YUnterstaaten§W führen.;;;;;;;;;;;x
CB_NOT_ON_SPHERES;Não podemos justificar a guerra contra um país que está em nossa esfera.;Nous ne pouvons justifier une guerre contre un pays appartenant à notre sphère.;Wir können keinen Krieg gegen ein Land rechtfertigen, das sich in unserem Wirkungsbereich befindet.;;;;;;;;;;;x
NO_WAR_JUSTIFICATION;Não temos uma justificativa válida para declarar guerra contra eles.;Il nous manque une justification valide pour leur déclarer la guerre.;Wir besitzen keine gültige Kriegsrechtfertigung, um einen Krieg erklären zu können.;;;;;;;;;;;x
NOT_HOSTILE_BUILD;Não hostil;Pas hostile;Nicht feindselig;;;;;;;;;;;x
ACW_NAME;Uma Casa Dividida;Une Maison Divisée;Ein geteiltes Haus;;;;;;;;;;;x
ACW_DESC;A Guerra Civil está ocorrendo na América do Norte quando os Estados Confederados tentam se separar da União. O resultado é incerto, mas com o acesso de ambos os lados a ferrovias, telégrafos e fuzis, será um novo tipo de guerra. Enquanto isso, na Europa, a Grã-Bretanha está experimentando o primeiro navio de guerra com casco de aço e propulsão a vapor, uma combinação que promete revolucionar o curso da guerra naval. Em todo o mundo, a revolução industrial está ganhando terreno e mais e mais países estão começando a se industrializar. Os tempos mudam...;La Guerre Civile fait rage en Amérique du Nord alors que les États Confédérés tentent de faire sécession de l'Union. Le dénouement est incertain, mais avec l'accès qu'ont les deux camps aux chemins de fer, aux télégraphes et aux fusils à répétition, ce sera une guerre d'un nouveau type. Pendant ce temps, en Europe, la Grande-Bretagne est en train d’expérimenter le premier navire de guerre avec coque en acier et propulsion à vapeur, combinaison qui promet de révolutionner le cours de la guerre navale. Dans le monde entier, la révolution industrielle gagne du terrain et de plus en plus de pays commencent à s'industrialiser. Les temps changent...;Der Sezessionskrieg tobt in Nordamerika, da die konföderierten Staaten versuchen, sich von der Union abzuspalten. Der Ausgang ist ungewiss, doch es verspricht schon jetzt eine neue Art des Krieges zu werden, da beide Seiten Zugriff auf Eisenbahn, Telegram;;;;;;;;;;;
EVTNAME90000;A ameaça $CB_TARGET_NAME_ADJ$;La menace de $CB_TARGET_NAME_ADJ$;Die $CB_TARGET_NAME_ADJ$ Bedrohung;;;;;;;;;;;x
EVTDESC90000;"Como todos sabem, o $CB_TARGET_NAME$ está disponível para nos ajudar. É apenas uma questão de tempo até que eles iniciem um ataque não provocado, por isso é razoável que tomemos medidas para nos defendermos preventivamente. Por sorte, um relatório detalhando seus esquemas nefastos foi recentemente ""vazado"" para a imprensa, e o público se uniu à nossa causa.";Comme tout le monde le sait, $CB_TARGET_NAME$ veut nous avoir. Ce n'est qu'une question de temps avant qu'ils lancent une attaque injustifiée, de sorte que la seule attitude raisonnable serait que nous prenions les devants par une attaque préventive. Par chance, un rapport détaillant leurs noirs desseins a récemment été lâché dans la presse, et l'opinion publique a rallié notre cause.;"Jeder weiß, dass $CB_TARGET_NAME$ uns fertig machen will. Es ist nur eine Frage der Zeit, bis sie einen unprovozierten Angriff starten. Deshalb ist es nur vernünftig, dass wir ebenfalls Schritte unternehmen, um uns präventiv zu schützen. Wie es das Glück so will, ist ein Dokument über deren schändlichen Pläne erst kürzlich über die Presse ""durchgesickert"" und die öffentliche Meinung ist zu unseren Gunsten.";;;;;;;;;;;x
EVTOPTA90000;Logo eles estarão aqui!;Ils arrivent bien pour sur nous !;Bald sind sie da!;;;;;;;;;;;x
EVTNAME90001;Missão para $CB_TARGET_NAME$;Mission en $CB_TARGET_NAME$;Mission für $CB_TARGET_NAME$;;;;;;;;;;;x
EVTDESC90001;Depois de um erro embaraçoso, muitos dos nossos soldados foram apanhados a tentar entrar pela fronteira usando uniformes de $CB_TARGET_NAME$ embora os rumores de que a tarefa deles era encenar um incidente de fronteira para justificar nossa própria invasão fossem desprovidos de qualquer fundamento, seria sensato não jogar óleo no fogo neste momento.;Suite à une bourde plutôt embarrassante, plusieurs de nos soldats ont été pris alors qu'ils tentaient de se faufiler à travers la frontière, revêtus des uniformes de $CB_TARGET_NAME$. Bien que les rumeurs, selon lesquelles leur tâche était de mettre en scène un incident de frontière pour justifier notre propre invasion, soient dénuées de tout fondement, il serait sage de ne pas jeter de l'huile sur le feu en ce moment.;Bei einem peinlichen Fehlschlag wurden einige unserer Soldaten mit der Uniform von $CB_TARGET_NAME$ bei dem Versuch über die Grenze zu schleichen gefangen genommen. Obwohl die Gerüchte über eine inszenierten Grenzvorfall für eine Rechtfertigung zur Invasion komplett unbegründet sind, wäre es im Moment klug für nicht noch mehr Zündstoff zu sorgen.;;;;;;;;;;;x
EVTOPTA90001;Do que você está falando?;De quoi parlez-vous ?;Wovon redet Ihr da?;;;;;;;;;;;x
EVTNAME90002;A tirania de $CB_TARGET_NAME$;La tyrannie de $CB_TARGET_NAME$;Die Tyrannei von $CB_TARGET_NAME$;;;;;;;;;;;x
EVTDESC90002;Por muito tempo as pessoas sofreram sob a influência maligna de $CB_TARGET_NAME$. Para o bem de todos os envolvidos, devemos revelar a evidência da má gestão do $CB_TARGET_NAME$ e liderar os membros de sua esfera de influência sob nossa ala protetora, para seu próprio bem.;Depuis trop longtemps la population a subi la mauvaise influence de $CB_TARGET_NAME$. Pour le bien de tous, nous devons mettre au jour la mauvaise gestion de $CB_TARGET_NAME$ et conduire les membres de leur sphère d'influence sous notre aile protectrice, pour leur propre bien.;Zu lange schon mussten die Leute unter dem unheilvollen Einfluss von $CB_TARGET_NAME$ leiden. Zum Wohle aller Beteiligten, müssen wir die Beweise von $CB_TARGET_NAME$s Misswirtschaft der Welt kundtun und die Mitglieder deren Einflussbereichs zu ihren Gunsten unter unsere Fittiche nehmen.;;;;;;;;;;;x
EVTOPTA90002;Nós vamos salvá-los!;Nous allons les sauver !;Wir werden sie retten!;;;;;;;;;;;x
EVTNAME90003;A tirania de $CB_TARGET_NAME$;La tyrannie de $CB_TARGET_NAME$;Die Tyrannei von $CB_TARGET_NAME$;;;;;;;;;;;x
EVTDESC90003;Apesar de muitas evidências não serem adulteradas contra $CB_TARGET_NAME$, não parece haver qualquer apoio popular ou internacional ao nosso plano de tirar as nações pobres e sitiadas de sua esfera de influência.;Malgré de nombreuses preuves absolument pas trafiquées contre $CB_TARGET_NAME$, il ne semble pas y avoir de soutien populaire ou international en faveur de notre projet de sortir les pauvres nations rabaissées appartenant à leur sphère d'influence.;Trotz vieler nicht ausgedachter Beweise, dass $CB_TARGET_NAME$ nichts Gutes im Schilde führt, scheint es keine öffentliche und internationale Unterstützung zu geben, die armen, geringeren Nationen aus deren Einflussbereich zu retten. ;;;;;;;;;;;x
EVTOPTA90003;Tolos!;Imbéciles !;Dummköpfe!;;;;;;;;;;;x
EVTNAME90004;Protegendo os $CB_TARGET_NAME_ADJ$;Protection des $CB_TARGET_NAME_ADJ$;Die $CB_TARGET_NAME_ADJ$ verteidigen;;;;;;;;;;;x
EVTDESC90004;Sem a proteção de uma Grande Potência como nós, qualquer coisa poderia acontecer com $CB_TARGET_NAME$. Para protegê-los, eles devem ser adicionados à nossa Esfera de Influência, apesar de quaisquer objeções de curto prazo que possam ter. Afinal, se fizesse sentido, eles seriam uma Grande Potência também.;Sans la protection d'une grande puissance telle la nôtre, tout peut arriver à $CB_TARGET_NAME$. Afin d'être protégés, il faut qu'ils rejoignent notre sphère d'influence en dépit de toutes les objections à courte vue qu'ils peuvent avoir. Après tout, si elles faisaient sens, eux aussi seraient une grande puissance.;Ohne den Schutz einer Großmacht wie uns, könnte $CB_TARGET_NAME$ alles Mögliche wiederfahren. Um sie zu beschützen, müssen sie unserem Einflussbereich hinzugefügt werden, unabhängig von möglichen kurzfristigen Einwänden, die sie haben könnten. Immerhin fehlt ihnen das richtige Gespür für die Daseinsberechtigung als Großmacht.;;;;;;;;;;;x
EVTOPTA90004;Estamos aqui para ajudar você.;Nous sommes là pour vous aider.;Wir sind hier, um euch zu helfen.;;;;;;;;;;;x
EVTNAME90005;O Fiasco $CB_TARGET_NAME_ADJ$;Le fiasco $CB_TARGET_NAME_ADJ$;Das $CB_TARGET_NAME_ADJ$ Fiasko;;;;;;;;;;;x
EVTDESC90005;Embora só quiséssemos ajudar o $CB_TARGET_NAME$ integrando-os em nossa esfera de influência, isso os fez pensar. O comportamento deles acabou se tornando uma opinião internacional contra nossa proposta de engajá-los em nossa prosperidade.;Bien que nous voulions seulement aider $CB_TARGET_NAME$ en les intégrant à notre sphère d'influence, cela les a fait réfléchir. Leur comportement a fini par tourner l'opinion internationale contre notre proposition de les faire participer à notre prospérité.;Obwohl wir $CB_TARGET_NAME$ nur helfen wollen, indem wir sie unserem Einflussbereich zuordnen, haben sie sich sehr darüber aufgeregt. Sehr zum Unverständnis aller Involvierten, hat ihr Verhalten internationale Meinungen gegen unsere nachdrückliche Bitte a;;;;;;;;;;;x
EVTOPTA90005;Boa decisão.;Bon plan.;Eine gute Entscheidung.;;;;;;;;;;;x
EVTNAME90006;O fim do Imperialismo $CB_TARGET_NAME_ADJ$;Fin de l'impérialisme $CB_TARGET_NAME_ADJ$;Ein Ende dem Imperialismus von $CB_TARGET_NAME_ADJ$ ;;;;;;;;;;;x
EVTDESC90006;Por que $CB_TARGET_NAME$deve ser a primeira terra colonial? É totalmente injusto, é isso mesmo! Eles provavelmente nem estão explorando adequadamente a população nativa! Algo deve ser feito, nós merecemos nosso lugar no sol!;Pourquoi $CB_TARGET_NAME$ devrait avoir la primeur sur toutes les terres coloniales ? C'est plus qu'injuste, voilà tout ! Ils ne sont probablement même pas capables d'exploiter -d'éduquer- convenablement la population autochtone ! Quelque chose doit être fait, nous méritons notre place au soleil !;Warum sollte $CB_TARGET_NAME$ all die guten Kolonien bekommen? Das ist hochgradig ungerecht und sonst nichts! Vermutlich schaffen sie es nicht einmal, die einheimische Bevölkerung richtig auszubeuten.. zu unterrichten. Es muss etwas getan werden. Wir verdienen einen Platz an der Sonne.;;;;;;;;;;;x
EVTOPTA90006;Boa decisão.;Bon plan.;Eine gute Entscheidung.;;;;;;;;;;;x
EVTNAME90007;Revés colonial;Recul colonial;Kolonialer Rückschlag;;;;;;;;;;;x
EVTDESC90007;Apesar da modesta natureza de nossas justas demandas, parece não haver apoio internacional para reajustar o equilíbrio colonial entre nós e $CB_TARGET_NAME$. Embora este seja um revés, não temos dúvidas de que um dia possuiremos e impomos que o sol nunca se põe.;En dépit de la nature modeste de nos justes demandes, il ne semble pas y avoir de consensus international pour réajuster l'équilibre colonial entre $CB_TARGET_NAME$ et nous. Malgré cet échec, nous ne doutons pas de posséder un jour un empire sur lequel le soleil ne se couchera jamais.;Trotz der moderaten Natur unserer Forderungen scheint es keine internationale Unterstützung zu geben, um die koloniale Balance zwischen uns und $CB_TARGET_NAME$ wieder herzustellen. Obwohl dies ein Rückschlag ist, haben wir keine Zweifel daran, dass wir dies eines Tages korrigieren werden auf das in unserem Reich die Sonne niemals untergeht.;;;;;;;;;;;x
EVTOPTA90007;Boa decisão.;Bon plan;Eine gute Entscheidung.;;;;;;;;;;;x
EVTNAME90008;É hora de agir!;Il est temps d'agir !;Es ist Zeit, zu handeln!;;;;;;;;;;;x
EVTDESC90008;$CB_TARGET_NAME$ é muito grande para suas botas, todos concordam. Por muito tempo, eles se pavonearam no cenário mundial, pensando que poderiam fazer o que quisessem. Felizmente, pelo menos o resto do mundo concorda conosco, e nossa população está firmemente atrás de nós: $CB_TARGET_NAME$ deve ser rebaixado em uma ou duas posições.;$CB_TARGET_NAME$ devient trop gros pour ses bottes, tout le monde en convient. Pendant trop longtemps, ils se sont pavanés sur de la scène mondiale, pensant qu'ils pouvaient faire ce qu'ils voulaient. Heureusement, le reste du monde est au moins d'accord avec nous, et notre population est fermement derrière nous : $CB_TARGET_NAME$ doit être rétrogradé d'un rang ou deux.;$CB_TARGET_NAME$ wird zu groß für deren Schuhgröße, wie alle zustimmen können. Schon viel zu lang sind sie über die Weltbühne stolziert und dachten, dass sie alles tun und lassen können, wie es ihnen gefällt. Glücklicherweise stimmt uns der Rest der Welt endlich zu und unsere gesamte Bevölkerung steht klar hinter uns : $CB_TARGET_NAME$ muss um ein oder zwei Stufen runtergeholt werden.;;;;;;;;;;;x
EVTOPTA90008;Boa decisão.;Bon plan.;Eine gute Entscheidung.;;;;;;;;;;;x
EVTNAME90009;Tolos desorientados!;Ce sont des égarés !;Fehlgeleitete Dummköpfe!;;;;;;;;;;;x
EVTDESC90009;Enquanto a arrogância de $CB_TARGET_NAME$ é evidente para nós, aparentemente outros não conseguem ver isso. Sua suposta “soberania” aparentemente permite que eles tenham seu próprio exército e façam o que quiserem. Inclusive tem sido implícito que somos os arrogantes!;Alors que l'orgueil de $CB_TARGET_NAME$ est évident pour nous, il semble que les autres ne le voient pas. Leur soi-disant souveraineté leur permet apparemment d'avoir leur propre armée et de faire ce qu'ils veulent sans en référer à nous. On a même laissé entendre que nous serions arrogants !;"Obwohl der Größenwahn von $CB_TARGET_NAME$  absolut offensichtlich für uns ist, teilen andere scheinbar unseren Blickwinkel nicht. Ihre sogenannte ""Souveränität"" erlaubt es ihnen anscheinend, ihre eigene Armee zu haben und zu machen, was sie wollen, ohne ";;;;;;;;;;;x
EVTOPTA90009;Boa decisão.;Bon plan.;Eine gute Entscheidung.;;;;;;;;;;;x
VOTER_ISSUES;Questões eleitorais;Questions électorales;Wählerprobleme;;;;;;;;;;;x
OL_VIEW_NATFOCUS;Alternar visão para §YNational Focus§W;Active la vue §YCause nationale§W;Schaltet die Ansicht zu §YNationalem Fokus§W um;;;;;;;;;;;x
OL_VIEW_NATFOCUS_HEADER;Foco Nacional;Cause nationale;Nationaler Fokus;;;;;;;;;;;x
OL_VIEW_NATFOCUS_TOOLTIP;Foco Nacional (§Y$FOCUS$§!) em §Y$STATE$§!;Cause nationale (§Y$FOCUS$§!) en §Y$STATE$§!;Nationaler Fokus (§Y$FOCUS$§!) in §Y$STATE$§!;;;;;;;;;;;x
OL_VIEW_RALLYPOINTS;Alternar visão para §YRally Points§W;Active la vue §YPoints de ralliement§W;Schaltet die Ansicht zu §YSammelpunkten§W um;;;;;;;;;;;x
OL_VIEW_RALLYPOINTS_HEADER;Pontos de Encontro;Points de ralliement;Sammelpunkte;;;;;;;;;;;x
OL_VIEW_RALLYPOINTS_TOOLTIP;Todas as unidades recrutadas próximas irão em direção a §Y$PROV$§!;Toutes les unités regroupées à proximité vont marcher sur §Y$PROV$§!;Alle in der Nähe rekrutierten Einheiten werden sich Richtung §Y$PROV$§! begeben;;;;;;;;;;;x
OL_VIEW_RALLYPOINTS_MERGE_TOOLTIP;e tentará mesclar até §Y$LIMIT$§! quando eles chegarem lá.; et vont tenter de fusionner à concurrence de §Y$LIMIT$§! quand elles y arriveront.;und werden zu einer Menge von §Y$LIMIT$§! zusammengeführt, sobald sie ankommen.;;;;;;;;;;;x
OL_VIEW_MERGE_ON;§G(Merge ON)§!;§G(Fusion Act.)§!;§G(Zusammenführen ANSCHALTEN)§!;;;;;;;;;;;x
OL_VIEW_MERGE_OFF;§Y(Merge OFF)§!;§Y(Fusion Dés.)§!;§Y(Zusammenführen AUSSCHALTEN)§!;;;;;;;;;;;x
OUR_CB_DETECTED_SETUP;Quando nosso processo de justificação de guerra é detectado;Quand notre tentative de justification de guerre est détectée;Sobald unser Prozess der Kriegsrechtfertigung aufgedeckt wird;;;;;;;;;;;x
OUR_CB_DETECTED_HEADER;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;;;;;x
OUR_CB_DETECTED_1;Justificativa de Guerra;Justification de guerre;Kriegsrechtfertigung;;;;;;;;;;;x
OUR_CB_DETECTED_2;Nossa tentativa de justificar a guerra usando o;Notre tentative de justifier la guerre par;Unser Versuch, den Krieg zu rechtfertigen, ;;;;;;;;;;;x
OUR_CB_DETECTED_3;Casus Belli §Y$CASUS$§! ;le Casus Belli §Y$CASUS$§!;mithilfe des §Y$CASUS$§! Casus Belli;;;;;;;;;;;x
OUR_CB_DETECTED_4;contra;contre;gegen;;;;;;;;;;;x
OUR_CB_DETECTED_5;$TARGET$;$TARGET$;$TARGET$;;$TARGET$;;;;;;;;;x
OUR_CB_DETECTED_6;foi detectado! Isso nos custa §R$BADBOY$§! Infâmia;a été détectée ! Cela nous coûte §R$BADBOY$§! d'infamie.;wurde entlarvt. Dies kostet uns  §R$BADBOY$§! Schande;;;;;;;;;;;x
OUR_CB_DETECTED_LOG;Nosso processo de justificativa de guerra contra o $TARGET$ foi detectado.;Notre tentative de justification de guerre contre $TARGET$ a été détectée.;Unser Prozess der Kriegsrechtfertigung gegen $TARGET$ wurde entlarvt.;;;;;;;;;;;x
OUR_CB_DETECTED_BTN1;OK;D'accord;OK;OK;OK;OK;Rendben;OK;;;;;;x
OUR_CB_DETECTED_BTN2;OK;D'accord;OK;OK;OK;OK;Rendben;OK;;;;;;x
OUR_CB_DETECTED_BTN3;Ir para;Voir;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
OUR_CB_DETECTED_MAP;*;*;*;*;*;*;*;;;;;;;x
CB_TOWARDS_US_DETECTED_SETUP;Um processo de justificação de guerra contra nós foi detectado;Une tentative de justification de guerre contre nous est détectée;Ein Prozess der Kriegsrechtfertigung gegen uns wurde entlarvt.;;;;;;;;;;;x
CB_TOWARDS_US_DETECTED_HEADER;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;;;;;x
CB_TOWARDS_US_DETECTED_1;Justificativa de Guerra;Justification de guerre;Kriegsrechtfertigung;;;;;;;;;;;x
CB_TOWARDS_US_DETECTED_2;Uma tentativa de justificar a guerra usando o;Une tentative de justifier une guerre par le;Ein Versuch, den Krieg zu rechtfertigen, ;;;;;;;;;;;x
CB_TOWARDS_US_DETECTED_3;Casus Belli §Y$CASUS$§! ;Casus Belli §Y$CASUS$§;mithilfe des §Y$CASUS$§! Casus Belli;;;;;;;;;;;x
CB_TOWARDS_US_DETECTED_4;contra nós por;contre nous par;gegen uns, durch;;;;;;;;;;;x
CB_TOWARDS_US_DETECTED_5;$COUNTRY$;$COUNTRY$;$COUNTRY$;;$COUNTRY$;;;;;;;;;x
CB_TOWARDS_US_DETECTED_6;foi detectado!;a été détectée !;wurde entlarvt! ;;;;;;;;;;;x
CB_TOWARDS_US_DETECTED_LOG;Um processo de justificativa de guerra contra nós por $COUNTRY$ foi detectado;Une tentative de justifier une guerre contre nous par $COUNTRY$ a été détectée;Ein Prozess der Kriegsrechtfertigung von $COUNTRY$ gegen uns wurde entlarvt.;;;;;;;;;;;x
CB_TOWARDS_US_DETECTED_BTN1;OK;D'accord;OK;OK;OK;OK;Rendben;OK;;;;;;x
CB_TOWARDS_US_DETECTED_BTN2;OK;D'accord;OK;OK;OK;OK;Rendben;OK;;;;;;x
CB_TOWARDS_US_DETECTED_BTN3;Ir para;Voir;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
CB_TOWARDS_US_DETECTED_MAP;*;*;*;*;*;*;*;;;;;;;x
OTHERS_CB_DETECTED_SETUP;Um processo de justificação de guerra contra alguém foi detectado;A war justification process against someone is detected;Ein Prozess der Kriegsrechtfertigung gegen jemanden wurde entlarvt.;;;;;;;;;;;x
OTHERS_CB_DETECTED_HEADER;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;;;;;x
OTHERS_CB_DETECTED_1;Justificativa de Guerra;Justification de guerre;Kriegsrechtfertigung;;;;;;;;;;;x
OTHERS_CB_DETECTED_2;Uma tentativa de justificar a guerra usando o;Une tentative de justifier une guerre par le;Ein Versuch, den Krieg zu rechtfertigen, ;;;;;;;;;;;x
OTHERS_CB_DETECTED_3;Casus Belli §Y$CASUS$§! ;Casus Belli §Y$CASUS$§;mithilfe des §Y$CASUS$§! Casus Belli;;;;;;;;;;;x
OTHERS_CB_DETECTED_4;contra $TARGET$ por;contre $TARGET$ par;gegen $TARGET$, durch;;;;;;;;;;;x
OTHERS_CB_DETECTED_5;$COUNTRY$;$COUNTRY$;$COUNTRY$;;$COUNTRY$;;;;;;;;;x
OTHERS_CB_DETECTED_6;foi detectado!;a été détectée !;wurde entlarvt! ;;;;;;;;;;;x
OTHERS_CB_DETECTED_LOG;Um processo de justificação de guerra contra $TARGET$ por $COUNTRY$ foi detectado;Une tentative de justifier une guerre contre $TARGET$ par $COUNTRY$ a été détectée;Ein Prozess der Kriegsrechtfertigung von $COUNTRY$ gegen $TARGET$ wurde entlarvt;;;;;;;;;;;x
OTHERS_CB_DETECTED_BTN1;OK;D'accord;OK;OK;OK;OK;Rendben;OK;;;;;;x
OTHERS_CB_DETECTED_BTN2;OK;D'accord;OK;OK;OK;OK;Rendben;OK;;;;;;x
OTHERS_CB_DETECTED_BTN3;Ir para;Voir;Gehe zu;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
OTHERS_CB_DETECTED_MAP;*;*;*;*;*;*;*;;;;;;;x
CB_gen_plus;Velocidade de geração de CB aumentada;Augmentation de la vitesse de génération des CB;CB Generationengeschwindigkeit erhöht ;;;;;;;;;;;x
CB_gen_minus;Velocidade de geração de CB diminuída;Diminution de la vitesse de génération des CB;CB Generationengeschwindigkeit reduziert;;;;;;;;;;;x
CB_gen_plus_desc;Justificar guerras pode ser feito mais rápido;Justifier des guerres peut se faire plus rapidement;Die Rechtfertigung eines Krieges kann schneller erledigt werden;;;;;;;;;;;x
CB_gen_minus_desc;Justificar as guerras agora leva mais tempo;Justifier des guerres prend maintenant plus de temps;Die Rechtfertigung eines Krieges dauert nun länger;;;;;;;;;;;x
BUILDING_AT_MAX_TERRAIN;Nível $CURR$/$MAX$ (§R$TERRAINMOD$§! $TERRAIN$);Niveau $CURR$/$MAX$ (§R$TERRAINMOD$§! $TERRAIN$);Level $CURR$/$MAX$ (§R$TERRAINMOD$§! $TERRAIN$);;;;;;;;;;;x
PRODUCTION_INVEST;Invest. Estrangeiro;Invest. à l'étranger;Ausländische Investition;;;;;;;;;;;x
PRODUCTION_TAB_INVEST;Mostra uma visão geral do investimento em países estrangeiros;Montrer l'aperçu des investissements à l'étranger;Zeigt eine Übersicht der Investitionen im Ausland;;;;;;;;;;;x
FLAG_SUBMENU_INTERESTING;Definir o país como interessante.;Définir le pays comme intéressant.;Markiert das Land als interessant.;;;;;;;;;;;x
FLAG_SUBMENU_NOTINTERESTING;Defina o país como §Ynão§! interessante.;Définir le pays comme §Ypas§! intéressant.;Markiert das Land als §Ynicht§! interessant.;;;;;;;;;;;x
MESSAGE_TYPE_INTERESTING;Interessante;Intéressant;Interessant;;;;;;;;;;;x
MESSAGE_TYPE_NOT_INTERESTING;Outro;Autre;Anderes;;;;;;;;;;;x
MESSAGE_SEARCH;Procurar:;Chercher;Suchen:;;;;;;;;;;;x
MESSAGE_BUTTON_SEARCH;Procurar;Chercher;Suche ;;;;;;;;;;;x
MESSAGE_BUTTON_CLEAR;Apagar;Effacer;Löschen;;;;;;;;;;;x
MESSAGE_SEARCH_TOOLTIP;Digite as palavras-chave separadas por §Yspace§! para filtrar a lista.;Entrez les mot-clefs séparés par §YEspace§! pour filtrer la liste.;Trennt Schlüsselwörter mithilfe der §YLeertaste§!, um die Liste zu filtern. ;;;;;;;;;;;x
SIDEMENU_menubar_msg_settings;Clique para abrir as configurações do filtro de mensagens.;Clic gauche pour sélectionner les filtres de messages;Klicken, um die Einstellungen des Nachrichtenfilters zu öffnen.;;;;;;;;;;;x
RULE_BUILD_FACTORY_INVEST;Construir uma fábrica estrangeira;Construire une usine à l'étranger;Eine ausländische Fabrikanlage bauen;;;;;;;;;;;x
RULE_EXPAND_FACTORY_INVEST;Expandir fábrica estrangeira;Agrandir une usine à l'étranger;Eine ausländische Fabrikanlage ausbauen;;;;;;;;;;;x
RULE_OPEN_FACTORY_INVEST;Abrir fábrica estrangeira;Ouvrir une usine à l'étranger;Eine ausländische Fabrikanlage eröffnen;;;;;;;;;;;x
RULE_BUILD_RAILWAY_INVEST;Investidores podem construir ferrovias estrangeiras;Les investisseurs peuvent construire des chemins de fer à l'étranger;Investoren können eine ausländische Eisenbahnlinie bauen;;;;;;;;;;;x
RULE_CAN_INVEST_IN_POP_PROJECTS;Invista em projetos da Pop.;Investir dans des projets;In Pop-Projekte investieren;;;;;;;;;;;x
RULE_POP_BUILD_FACTORY_INVEST;Investidores podem construir uma fábrica no exterior;Des investisseurs peuvent construire une usine à l'étranger;Investoren können eine ausländische Fabrikanlage bauen;;;;;;;;;;;x
RULE_POP_EXPAND_FACTORY_INVEST;Investidores podem expandir uma fábrica no exterior;Des investisseurs peuvent agrandir une usine à l'étranger;Investoren können eine ausländische Fabrikanlage erweitern;;;;;;;;;;;x
RULE_POP_OPEN_FACTORY_INVEST;Investidores podem abrir uma fábrica no exterior;Des investisseurs peuvent ouvrir une usine à l'étranger;Investoren können eine ausländische Fabrikanlage eröffnen;;;;;;;;;;;x
